World,Room,File,Use Corrected File?,Offset,Value,Character,Randomize
Halloween Town,Graveyard,nm03.ard,N,0x001101C0,xa_ex_2221.mdls,Heartless Gargoyle (Halloween Town),TRUE
Halloween Town,Graveyard,nm03.ard,N,0x00110200,xa_ex_2351.mdls,NO_MAP_MATCH,FALSE
Halloween Town,Graveyard,nm03.ard,N,0x00110240,xa_ex_2381.mdls,Heartless Mushroom (Halloween Town),TRUE
Halloween Town,Graveyard,nm03.ard,N,0x00110280,xa_ex_2021.mdls,Heartless Shadow (Halloween Town),TRUE
Halloween Town,Graveyard,nm03.ard,N,0x001102C0,xa_ex_2231.mdls,Heartless Search Ghost (Halloween Town),TRUE
Halloween Town,Graveyard,nm03.ard,N,0x00110300,xa_ex_2151.mdls,Heartless Wizard (Halloween Town),TRUE
Halloween Town,Graveyard,nm03.ard,N,0x00110340,xa_nm_0031.mdls,Jack Skellington,FALSE
Halloween Town,Graveyard,nm03.ard,N,0x00110380,xa_nm_1000.mdls,Sally,FALSE
Halloween Town,Moonlight Hill,nm04.ard,N,0x00130180,xa_nm_0000.mdls,Sora (Halloween Town),FALSE
Halloween Town,Moonlight Hill,nm04.ard,N,0x001301C0,xa_nm_0010.mdls,Donald (Halloween Town),FALSE
Halloween Town,Moonlight Hill,nm04.ard,N,0x00130200,xa_nm_0020.mdls,Goofy (Halloween Town),FALSE
Halloween Town,Moonlight Hill,nm04.ard,N,0x00130240,xa_nm_0030.mdls,Jack Skellington,FALSE
Halloween Town,Moonlight Hill,nm04.ard,N,0x00130640,xa_nm_1031.mdls,Lock,FALSE
Halloween Town,Moonlight Hill,nm04.ard,N,0x00130680,xa_nm_1041.mdls,Shock,FALSE
Halloween Town,Moonlight Hill,nm04.ard,N,0x001306C0,xa_nm_1051.mdls,Barrel,FALSE
Halloween Town,Moonlight Hill,nm04.ard,N,0x00130700,xa_nm_1000.mdls,Sally,FALSE
Halloween Town,Moonlight Hill,nm04.ard,N,0x00130740,xa_ex_2351.mdls,NO_MAP_MATCH,FALSE
Halloween Town,Moonlight Hill,nm04.ard,N,0x00130780,xa_ex_2381.mdls,Heartless Mushroom (Halloween Town),TRUE
Halloween Town,Moonlight Hill,nm04.ard,N,0x001307C0,xa_ex_2021.mdls,Heartless Shadow (Halloween Town),TRUE
Halloween Town,Moonlight Hill,nm04.ard,N,0x00130800,xa_ex_2201.mdls,Heartless Wight Knight (Halloween Town),TRUE
Halloween Town,Moonlight Hill,nm04.ard,N,0x00130840,xa_ex_2231.mdls,Heartless Search Ghost (Halloween Town),TRUE
Halloween Town,Moonlight Hill,nm04.ard,N,0x00130880,xa_ex_2221.mdls,Heartless Gargoyle (Halloween Town),TRUE
Halloween Town,Moonlight Hill,nm04.ard,N,0x001308C0,xa_ex_2281.mdls,Heartless Darkball (Halloween Town),TRUE
Halloween Town,Bridge,nm05.ard,N,0x000B6300,xa_ex_2391.mdls,Heartless Rare Truffles (Halloween Town),TRUE
Halloween Town,Bridge,nm05.ard,N,0x000B6340,xa_nm_0000.mdls,Sora (Halloween Town),FALSE
Halloween Town,Bridge,nm05.ard,N,0x000B6380,xa_nm_0010.mdls,Donald (Halloween Town),FALSE
Halloween Town,Bridge,nm05.ard,N,0x000B63C0,xa_nm_0020.mdls,Goofy (Halloween Town),FALSE
Halloween Town,Bridge,nm05.ard,N,0x000B6400,xa_nm_0030.mdls,Jack Skellington,FALSE
Halloween Town,Bridge,nm05.ard,N,0x000B6700,xa_ex_2151.mdls,Heartless Wizard (Halloween Town),TRUE
Halloween Town,Bridge,nm05.ard,N,0x000B6740,xa_ex_2201.mdls,Heartless Wight Knight (Halloween Town),TRUE
Halloween Town,Bridge,nm05.ard,N,0x000B6780,xa_ex_2221.mdls,Heartless Gargoyle (Halloween Town),TRUE
Halloween Town,Bridge,nm05.ard,N,0x000B67C0,xa_ex_2231.mdls,Heartless Search Ghost (Halloween Town),TRUE
Halloween Town,Bridge,nm05.ard,N,0x000B6800,xa_ex_2281.mdls,Heartless Darkball (Halloween Town),TRUE
Halloween Town,Bridge,nm05.ard,N,0x000B6840,xa_ex_2320.mdls,Heartless Wyvern,TRUE
Halloween Town,Bridge,nm05.ard,N,0x000B6880,xa_ex_2021.mdls,Heartless Shadow (Halloween Town),TRUE
Halloween Town,Bridge,nm05.ard,N,0x000B68C0,xa_ex_2351.mdls,NO_MAP_MATCH,FALSE
Halloween Town,Bridge,nm05.ard,N,0x000B6900,xa_ex_2381.mdls,Heartless Mushroom (Halloween Town),TRUE
Halloween Town,???,nm06.ard,N,0x000DC400,xa_nm_0000.mdls,Sora (Halloween Town),FALSE
Halloween Town,???,nm06.ard,N,0x000DC440,xa_nm_0010.mdls,Donald (Halloween Town),FALSE
Halloween Town,???,nm06.ard,N,0x000DC480,xa_nm_0020.mdls,Goofy (Halloween Town),FALSE
Halloween Town,???,nm06.ard,N,0x000DC4C0,xa_nm_0030.mdls,Jack Skellington,FALSE
Halloween Town,???,nm06.ard,N,0x000DCB40,xa_nm_1090.mdls,Ghost Prop?,FALSE
Halloween Town,???,nm06.ard,N,0x000DCB80,xa_nm_1060.mdls,Mayor of Halloween Town,FALSE
Halloween Town,Oogie's Manor,nm07.ard,N,0x00193280,xa_nm_0000.mdls,Sora (Halloween Town),FALSE
Halloween Town,Oogie's Manor,nm07.ard,N,0x001932C0,xa_nm_0010.mdls,Donald (Halloween Town),FALSE
Halloween Town,Oogie's Manor,nm07.ard,N,0x00193300,xa_nm_0020.mdls,Goofy (Halloween Town),FALSE
Halloween Town,Oogie's Manor,nm07.ard,N,0x00193340,xa_nm_0030.mdls,Jack Skellington,FALSE
Halloween Town,Oogie's Manor,nm07.ard,N,0x00193D00,xa_ex_2021.mdls,Heartless Shadow (Halloween Town),TRUE
Halloween Town,Oogie's Manor,nm07.ard,N,0x00193D40,xa_ex_2201.mdls,Heartless Wight Knight (Halloween Town),TRUE
Halloween Town,Oogie's Manor,nm07.ard,N,0x00193D80,xa_ex_2221.mdls,Heartless Gargoyle (Halloween Town),TRUE
Halloween Town,Oogie's Manor,nm07.ard,N,0x00193DC0,xa_ex_2231.mdls,Heartless Search Ghost (Halloween Town),TRUE
Halloween Town,Oogie's Manor,nm07.ard,N,0x00193E00,xa_nm_0018.mdls,Donald (Halloween Town),FALSE
Halloween Town,Oogie's Manor,nm07.ard,N,0x00193E40,xa_nm_0028.mdls,Goofy (Halloween Town),FALSE
Halloween Town,Oogie's Manor,nm07.ard,N,0x00193E80,xa_nm_0038.mdls,Jack Skellington,FALSE
Halloween Town,Oogie's Manor,nm07.ard,N,0x00193EC0,xa_nm_1031.mdls,Lock,FALSE
Halloween Town,Oogie's Manor,nm07.ard,N,0x00193F00,xa_nm_1041.mdls,Shock,FALSE
Halloween Town,Oogie's Manor,nm07.ard,N,0x00193F40,xa_nm_1051.mdls,Barrel,FALSE
Halloween Town,Oogie's Manor,nm07.ard,N,0x00193F80,xa_ex_2351.mdls,NO_MAP_MATCH,FALSE
Halloween Town,Oogie's Manor,nm07.ard,N,0x00193FC0,xa_ex_2381.mdls,Heartless Mushroom (Halloween Town),FALSE
Halloween Town,Torture Chamber,nm08.ard,N,0x00224200,xa_nm_0000.mdls,Sora (Halloween Town),FALSE
Halloween Town,Torture Chamber,nm08.ard,N,0x00224240,xa_nm_0010.mdls,Donald (Halloween Town),FALSE
Halloween Town,Torture Chamber,nm08.ard,N,0x00224280,xa_nm_0020.mdls,Goofy (Halloween Town),FALSE
Halloween Town,Torture Chamber,nm08.ard,N,0x002242C0,xa_nm_0030.mdls,Jack Skellington,FALSE
Halloween Town,Torture Chamber,nm08.ard,N,0x00224740,xa_ex_2201.mdls,Heartless Wight Knight (Halloween Town),TRUE
Halloween Town,Torture Chamber,nm08.ard,N,0x00224780,xa_ex_2221.mdls,Heartless Gargoyle (Halloween Town),TRUE
Halloween Town,Torture Chamber,nm08.ard,N,0x002247C0,xa_ex_2231.mdls,Heartless Search Ghost (Halloween Town),TRUE
Halloween Town,Torture Chamber,nm08.ard,N,0x00224800,xa_nm_3000.mdls,Oogie Boogie,FALSE
Halloween Town,Torture Chamber,nm08.ard,N,0x00224840,xa_nm_0038.mdls,Jack Skellington,FALSE
Halloween Town,Torture Chamber,nm08.ard,N,0x00224880,xa_nm_7000.mdls,Jack Skellington (High-Poly),FALSE
Halloween Town,Torture Chamber,nm08.ard,N,0x002248C0,xa_nm_7010.mdls,Ooogie Boogie (High-Poly) (Dice in hands),FALSE
Halloween Town,Torture Chamber,nm08.ard,N,0x00224900,xa_nm_1038.mdls,Lock,FALSE
Halloween Town,Torture Chamber,nm08.ard,N,0x00224940,xa_nm_1048.mdls,Shock,FALSE
Halloween Town,Torture Chamber,nm08.ard,N,0x00224980,xa_nm_1058.mdls,Barrel,FALSE
Halloween Town,Manor Ruins,nm09.ard,N,0x0007D380,xa_nm_0000.mdls,Sora (Halloween Town),FALSE
Halloween Town,Manor Ruins,nm09.ard,N,0x0007D3C0,xa_nm_0010.mdls,Donald (Halloween Town),FALSE
Halloween Town,Manor Ruins,nm09.ard,N,0x0007D400,xa_nm_0020.mdls,Goofy (Halloween Town),FALSE
Halloween Town,Manor Ruins,nm09.ard,N,0x0007D440,xa_nm_0030.mdls,Jack Skellington,FALSE
Halloween Town,Manor Ruins,nm09.ard,N,0x0007D640,xa_ex_2200.mdls,Heartless Wight Knight,TRUE
Halloween Town,Manor Ruins,nm09.ard,N,0x0007D680,xa_ex_2220.mdls,Heartless Gargoyle,TRUE
Halloween Town,Manor Ruins,nm09.ard,N,0x0007D6C0,xa_nm_3010.mdls,Oogie Boogie (Boss from Manor),FALSE
Halloween Town,Manor Ruins,nm09.ard,N,0x0007D700,xa_nm_3020.mdls,Oogie Boogie Piece (Boss from Manor?),FALSE
Halloween Town,Manor Ruins,nm09.ard,N,0x0007D740,xa_nm_3030.mdls,Oogie Boogie Piece (Boss from Manor?),FALSE
Halloween Town,Manor Ruins,nm09.ard,N,0x0007DE80,xa_ex_2021.mdls,Heartless Shadow (Halloween Town),FALSE
Halloween Town,Manor Ruins,nm09.ard,N,0x0007DEC0,xa_ex_2201.mdls,Heartless Wight Knight (Halloween Town),FALSE
Halloween Town,Manor Ruins,nm09.ard,N,0x0007DEE0,xa_ex_2151.mdls,Heartless Wizard (Halloween Town),FALSE
Halloween Town,Manor Ruins,nm09.ard,N,0x0007DF20,xa_ex_2221.mdls,Heartless Gargoyle (Halloween Town),TRUE
Halloween Town,Manor Ruins,nm09.ard,N,0x0007DF40,xa_ex_2231.mdls,Heartless Search Ghost (Halloween Town),TRUE
Halloween Town,Manor Ruins,nm09.ard,N,0x0007DF80,xa_ex_2281.mdls,Heartless Darkball (Halloween Town),TRUE
Halloween Town,Manor Ruins,nm09.ard,N,0x0007DFC0,xa_nm_0018.mdls,Donald (Halloween Town),FALSE
Halloween Town,Manor Ruins,nm09.ard,N,0x0007E000,xa_nm_0028.mdls,Goofy (Halloween Town),FALSE
Halloween Town,Manor Ruins,nm09.ard,N,0x0007E040,xa_nm_0038.mdls,Jack Skellington,FALSE
Halloween Town,Manor Ruins,nm09.ard,N,0x0007E080,xa_nm_7000.mdls,Jack Skellington (High-Poly),FALSE
Halloween Town,Manor Ruins,nm09.ard,N,0x0007E0C0,xa_ex_2260.mdls,Heartless Chimera,FALSE
Halloween Town,Evil Playroom,nm10.ard,N,0x00117C00,xa_nm_0000.mdls,Sora (Halloween Town),FALSE
Halloween Town,Evil Playroom,nm10.ard,N,0x00117C40,xa_nm_0010.mdls,Donald (Halloween Town),FALSE
Halloween Town,Evil Playroom,nm10.ard,N,0x00117C80,xa_nm_0020.mdls,Goofy (Halloween Town),FALSE
Halloween Town,Evil Playroom,nm10.ard,N,0x00117CC0,xa_nm_0030.mdls,Jack Skellington,FALSE
Halloween Town,Evil Playroom,nm10.ard,N,0x00118100,xa_nm_1038.mdls,Lock,FALSE
Halloween Town,Evil Playroom,nm10.ard,N,0x00118140,xa_nm_1048.mdls,Shock,FALSE
Halloween Town,Evil Playroom,nm10.ard,N,0x00118180,xa_nm_1058.mdls,Barrel,FALSE
Halloween Town,Evil Playroom,nm10.ard,N,0x001181C0,xa_nm_1030.mdls,Lock,FALSE
Halloween Town,Evil Playroom,nm10.ard,N,0x00118200,xa_nm_1040.mdls,Shock,FALSE
Halloween Town,Evil Playroom,nm10.ard,N,0x00118240,xa_nm_1050.mdls,Barrel,FALSE
Halloween Town,Evil Playroom,nm10.ard,N,0x00118280,xa_ex_2231.mdls,Heartless Search Ghost (Halloween Town),TRUE
Halloween Town,Research Lab,nm11.ard,N,0x000FDC00,xa_nm_0000.mdls,Sora (Halloween Town),FALSE
Halloween Town,Research Lab,nm11.ard,N,0x000FDC40,xa_nm_0010.mdls,Donald (Halloween Town),FALSE
Halloween Town,Research Lab,nm11.ard,N,0x000FDC80,xa_nm_0020.mdls,Goofy (Halloween Town),FALSE
Halloween Town,Research Lab,nm11.ard,N,0x000FDCC0,xa_nm_0030.mdls,Jack Skellington,FALSE
Halloween Town,Research Lab,nm11.ard,N,0x000FE000,xa_nm_0018.mdls,Donald (Halloween Town),FALSE
Halloween Town,Research Lab,nm11.ard,N,0x000FE040,xa_nm_0028.mdls,Goofy (Halloween Town),FALSE
Halloween Town,Research Lab,nm11.ard,N,0x000FE080,xa_nm_0038.mdls,Jack Skellington,FALSE
Halloween Town,Research Lab,nm11.ard,N,0x000FE0C0,xa_nm_1008.mdls,Sally,FALSE
Halloween Town,Research Lab,nm11.ard,N,0x000FE100,xa_nm_1028.mdls,Dr. Finkelstein,FALSE
Halloween Town,Research Lab,nm11.ard,N,0x000FE140,xa_nm_7000.mdls,Jack Skellington (High-Poly),FALSE
Halloween Town,Research Lab,nm11.ard,N,0x000FE180,xa_ex_2238.mdls,Heartless Search Ghost (Halloween Town),TRUE
Halloween Town,Research Lab,nm11.ard,N,0x000FE1C0,xa_nm_1031.mdls,Lock,FALSE
Halloween Town,Research Lab,nm11.ard,N,0x000FE200,xa_nm_1041.mdls,Shock,FALSE
Halloween Town,Research Lab,nm11.ard,N,0x000FE240,xa_nm_1051.mdls,Barrel,FALSE
Halloween Town,Guillotine Gate,nm12.ard,N,0x0010DF00,xa_nm_0000.mdls,Sora (Halloween Town),FALSE
Halloween Town,Guillotine Gate,nm12.ard,N,0x0010DF40,xa_nm_0010.mdls,Donald (Halloween Town),FALSE
Halloween Town,Guillotine Gate,nm12.ard,N,0x0010DF80,xa_nm_0020.mdls,Goofy (Halloween Town),FALSE
Halloween Town,Guillotine Gate,nm12.ard,N,0x0010DFC0,xa_nm_0030.mdls,Jack Skellington,FALSE
Halloween Town,Guillotine Gate,nm12.ard,N,0x0010E680,xa_nm_1010.mdls,Zero,FALSE
Halloween Town,Guillotine Gate,nm12.ard,N,0x0010E6C0,xa_nm_1031.mdls,Lock,FALSE
Halloween Town,Guillotine Gate,nm12.ard,N,0x0010E700,xa_nm_1041.mdls,Shock,FALSE
Halloween Town,Guillotine Gate,nm12.ard,N,0x0010E740,xa_nm_1051.mdls,Barrel,FALSE
Halloween Town,Guillotine Gate,nm12.ard,N,0x0010E780,xa_nm_1060.mdls,Mayor of Halloween Town,FALSE
Halloween Town,Guillotine Gate,nm12.ard,N,0x0010E7C0,xa_nm_1090.mdls,Ghost Prop?,FALSE
Halloween Town,Cemetary,nm13.ard,N,0x000FEB00,xa_nm_0000.mdls,Sora (Halloween Town),FALSE
Halloween Town,Cemetary,nm13.ard,N,0x000FEB40,xa_nm_0010.mdls,Donald (Halloween Town),FALSE
Halloween Town,Cemetary,nm13.ard,N,0x000FEB80,xa_nm_0020.mdls,Goofy (Halloween Town),FALSE
Halloween Town,Cemetary,nm13.ard,N,0x000FEBC0,xa_nm_0030.mdls,Jack Skellington,FALSE
Olympus Coliseum,???,he01.ard,N,0x001B4880,xa_ex_0010.mdls,Sora,FALSE
Olympus Coliseum,???,he01.ard,N,0x001B48C0,xa_ex_0040.mdls,Donald,FALSE
Olympus Coliseum,???,he01.ard,N,0x001B4900,xa_ex_0050.mdls,Goofy,FALSE
Olympus Coliseum,???,he01.ard,N,0x001B5180,xa_ex_1151.mdls,Cloud,FALSE
Olympus Coliseum,???,he01.ard,N,0x001B51C0,xa_ex_4011.mdls,Hercules,FALSE
Olympus Coliseum,???,he01.ard,N,0x001B5200,xa_ex_1650.mdls,Donald (Angry),FALSE
Olympus Coliseum,???,he01.ard,N,0x001B5240,xa_he_7000.mdls,NO_MAP_MATCH,FALSE
Olympus Coliseum,Coliseum Lobby,he02.ard,N,0x0010BF80,xa_ex_0010.mdls,Sora,FALSE
Olympus Coliseum,Coliseum Lobby,he02.ard,N,0x0010BFC0,xa_ex_0040.mdls,Donald,FALSE
Olympus Coliseum,Coliseum Lobby,he02.ard,N,0x0010C000,xa_ex_0050.mdls,Goofy,FALSE
Olympus Coliseum,Coliseum Lobby,he02.ard,N,0x0010C440,xa_ex_4011.mdls,Hercules,FALSE
Olympus Coliseum,Coliseum Lobby,he02.ard,N,0x0010C480,xa_ex_7010.mdls,Sora (High-Poly),FALSE
Olympus Coliseum,Coliseum Lobby,he02.ard,N,0x0010C4C0,xa_he_1000.mdls,Phil,FALSE
Olympus Coliseum,Coliseum Lobby,he02.ard,N,0x0010C500,xa_ex_7230.mdls,Donald (High-Poly),FALSE
Olympus Coliseum,Coliseum Lobby,he02.ard,N,0x0010C540,xa_ex_1650.mdls,Donald (Angry),FALSE
Olympus Coliseum,Coliseum (Preliminaries),he03.ard,N,0x002DF480,xa_ex_0010.mdls,Sora,FALSE
Olympus Coliseum,Coliseum (Preliminaries),he03.ard,N,0x002DF4C0,xa_ex_0040.mdls,Donald,FALSE
Olympus Coliseum,Coliseum (Preliminaries),he03.ard,N,0x002DF500,xa_ex_0050.mdls,Goofy,FALSE
Olympus Coliseum,Coliseum (Preliminaries),he03.ard,N,0x002DF540,xa_ex_2060.mdls,Heartless Fat Bandit,TRUE
Olympus Coliseum,Coliseum (Preliminaries),he03.ard,N,0x002DF580,xa_ex_2090.mdls,Heartless Bandit,TRUE
Olympus Coliseum,Coliseum (Preliminaries),he03.ard,N,0x002DF5C0,xa_ex_2160.mdls,Heartless Air Soldier,TRUE
Olympus Coliseum,Coliseum (Preliminaries),he03.ard,N,0x002DF600,xa_ex_2180.mdls,Heartless Barrel Spider (Lighter Brown),FALSE
Olympus Coliseum,Coliseum (Preliminaries),he03.ard,N,0x002DF640,xa_ex_2200.mdls,Heartless Wight Knight,TRUE
Olympus Coliseum,Coliseum (Preliminaries),he03.ard,N,0x002DF680,xa_ex_2320.mdls,Heartless Wyvern,TRUE
Olympus Coliseum,Coliseum (Preliminaries),he03.ard,N,0x002DF980,xa_ex_1151.mdls,Cloud,FALSE
Olympus Coliseum,Coliseum (Preliminaries),he03.ard,N,0x002DF9C0,xa_ex_4011.mdls,Hercules,FALSE
Olympus Coliseum,Coliseum (Preliminaries),he03.ard,N,0x002DFA00,xa_he_1000.mdls,Phil,FALSE
Olympus Coliseum,Coliseum (Preliminaries),he03.ard,N,0x002DFA40,xa_he_1011.mdls,Hades,FALSE
Olympus Coliseum,Coliseum (Preliminaries),he03.ard,N,0x002DFA80,xa_he_3021.mdls,Cerberus,FALSE
Olympus Coliseum,Coliseum (Preliminaries),he03.ard,N,0x002DFAC0,xa_ex_1150.mdls,Cloud,FALSE
Olympus Coliseum,Coliseum (Preliminaries),he03.ard,N,0x002DFB00,xa_ex_2010.mdls,Heartless Soldier,TRUE
Olympus Coliseum,Coliseum (Preliminaries),he03.ard,N,0x002DFB40,xa_ex_2020.mdls,Heartless Shadow,TRUE
Olympus Coliseum,Coliseum (Preliminaries),he03.ard,N,0x002DFB80,xa_ex_2050.mdls,Heartless Large Body,TRUE
Olympus Coliseum,Coliseum (Preliminaries),he03.ard,N,0x002DFBC0,xa_ex_2110.mdls,Heartless Red Nocturne,TRUE
Olympus Coliseum,Coliseum (Preliminaries),he03.ard,N,0x002DFC00,xa_ex_2120.mdls,Heartless Blue Rhapsody,TRUE
Olympus Coliseum,Coliseum (Preliminaries),he03.ard,N,0x002DFC40,xa_ex_2100.mdls,Heartless Pirate,TRUE
Olympus Coliseum,Coliseum (Preliminaries),he03.ard,N,0x002DFC80,xa_ex_2210.mdls,Heartless Air Pirate,TRUE
Olympus Coliseum,Coliseum (Preliminaries),he03.ard,N,0x002DFCC0,xa_ex_2220.mdls,Heartless Gargoyle,TRUE
Olympus Coliseum,Coliseum (Preliminaries),he03.ard,N,0x002DFD00,xa_ex_2270.mdls,Heartless Battleship,TRUE
Olympus Coliseum,Coliseum (Preliminaries),he03.ard,N,0x002DFD40,xa_ex_2390.mdls,Heartless Rare Truffles,TRUE
Olympus Coliseum,Coliseum (Preliminaries),he03.ard,N,0x002DFD80,xa_ex_4010.mdls,Hercules,FALSE
Olympus Coliseum,Coliseum (Preliminaries),he03.ard,N,0x002DFE20,xa_he_3020.mdls,Cerberus,FALSE
Olympus Coliseum,Coliseum (Preliminaries),he03.ard,N,0x002E0EE0,xa_ex_2130.mdls,Heartless Yellow Opera,TRUE
Olympus Coliseum,Coliseum (Preliminaries),he03.ard,N,0x002E0F20,xa_ex_2140.mdls,Heartless Green Requiem,TRUE
Olympus Coliseum,Coliseum (Preliminaries),he03.ard,N,0x002E0F60,xa_ex_2150.mdls,Heartless Wizard,TRUE
Olympus Coliseum,Coliseum (Preliminaries),he03.ard,N,0x002E0FA0,xa_ex_2170.mdls,Heartless Pot Spider (Ligher Red),FALSE
Olympus Coliseum,Coliseum (Preliminaries),he03.ard,N,0x002E0FE0,xa_ex_2230.mdls,Heartless Search Ghost,TRUE
Olympus Coliseum,Coliseum (Preliminaries),he03.ard,N,0x002E1020,xa_ex_2330.mdls,Heartless Angel Star,TRUE
Olympus Coliseum,Coliseum (Preliminaries),he03.ard,N,0x002E1060,xa_ex_2380.mdls,Heartless Black Fungi,TRUE
Olympus Coliseum,Coliseum (Preliminaries),he03.ard,N,0x002E10A0,xa_tw_3020.mdls,Heartless Guard Armor (Pink),FALSE
Olympus Coliseum,Coliseum (Preliminaries),he03.ard,N,0x002E10E0,xa_tz_3040.mdls,Clayton and Stealth Sneak (Chameleon) (Black),FALSE
Olympus Coliseum,Coliseum (Preliminaries),he03.ard,N,0x002E1120,xa_ex_2280.mdls,Heartless Darkball,TRUE
Olympus Coliseum,Coliseum (Preliminaries),he03.ard,N,0x002E1160,xa_ex_2290.mdls,Heartless Invisible,TRUE
Olympus Coliseum,Coliseum (Preliminaries),he03.ard,N,0x002E11A0,xa_ex_2030.mdls,Heartless Powerwild,TRUE
Olympus Coliseum,Main Gates,he04.ard,N,0x001CC380,xa_ex_0010.mdls,Sora,FALSE
Olympus Coliseum,Main Gates,he04.ard,N,0x001CC3C0,xa_ex_0040.mdls,Donald,FALSE
Olympus Coliseum,Main Gates,he04.ard,N,0x001CC400,xa_ex_0050.mdls,Goofy,FALSE
Olympus Coliseum,Main Gates,he04.ard,N,0x001CC440,xa_ex_2020.mdls,Heartless Shadow,TRUE
Olympus Coliseum,Main Gates,he04.ard,N,0x001CC480,xa_ex_2100.mdls,Heartless Pirate,TRUE
Olympus Coliseum,Main Gates,he04.ard,N,0x001CC4C0,xa_ex_2210.mdls,Heartless Air Pirate,TRUE
Olympus Coliseum,Main Gates,he04.ard,N,0x001CCD40,xa_ex_2380.mdls,Heartless Black Fungi,TRUE
Olympus Coliseum,Main Gates,he04.ard,N,0x001CCD80,xa_ex_2160.mdls,Heartless Air Soldier,TRUE
Olympus Coliseum,Main Gates,he04.ard,N,0x001CCDC0,xa_ex_2180.mdls,Heartless Barrel Spider (Lighter Brown),FALSE
Olympus Coliseum,Main Gates,he04.ard,N,0x001CCE00,xa_ex_1090.mdls,Maleficent,FALSE
Olympus Coliseum,Main Gates,he04.ard,N,0x001CCE40,xa_ex_4011.mdls,Hercules,FALSE
Olympus Coliseum,Main Gates,he04.ard,N,0x001CCE80,xa_he_7000.mdls,NO_MAP_MATCH,FALSE
Olympus Coliseum,Main Gates,he04.ard,N,0x001CCEC0,xa_ex_2350.mdls,Heartless White Mushroom (Halloween Town),TRUE
Olympus Coliseum,Main Gates,he04.ard,N,0x001CCF00,xa_ex_2200.mdls,Heartless Wight Knight,TRUE
Olympus Coliseum,Main Gates,he04.ard,N,0x001CCF40,xa_ex_2320.mdls,Heartless Wyvern,TRUE
Olympus Coliseum,Main Gates,he04.ard,N,0x001CCF80,xa_ex_2060.mdls,Heartless Fat Bandit,TRUE
Olympus Coliseum,Main Gates,he04.ard,N,0x001CCFC0,xa_ex_2090.mdls,Heartless Bandit,TRUE
Olympus Coliseum,Main Gates,he04.ard,N,0x001CD000,xa_ex_2230.mdls,Heartless Search Ghost,TRUE
Olympus Coliseum,Main Gates,he04.ard,N,0x001CD040,xa_ex_2280.mdls,Heartless Darkball,TRUE
Olympus Coliseum,Main Gates,he04.ard,N,0x001CD080,xa_ex_2290.mdls,Heartless Invisible,TRUE
Olympus Coliseum,Main Gates,he04.ard,N,0x001CD0C0,xa_ex_2030.mdls,Heartless Powerwild,TRUE
Olympus Coliseum,Main Gates,he04.ard,N,0x001CD100,xa_ex_2050.mdls,Heartless Large Body,TRUE
Olympus Coliseum,Main Gates,he04.ard,N,0x001CD140,xa_ex_2110.mdls,Heartless Red Nocturne,TRUE
Olympus Coliseum,Main Gates,he04.ard,N,0x001CD180,xa_ex_2140.mdls,Heartless Green Requiem,TRUE
Olympus Coliseum,Main Gates,he04.ard,N,0x001CD1C0,xa_ex_2390.mdls,Heartless Rare Truffles,TRUE
Olympus Coliseum,???,he05.ard,N,0x00000100,xa_ex_0010.mdls,Sora,FALSE
Olympus Coliseum,???,he05.ard,N,0x00000140,xa_ex_0040.mdls,Donald,FALSE
Olympus Coliseum,???,he05.ard,N,0x00000180,xa_ex_0050.mdls,Goofy,FALSE
Olympus Coliseum,Coliseum (Cups),he06.ard,N,0x001D1400,xa_ex_0010.mdls,Sora,FALSE
Olympus Coliseum,Coliseum (Cups),he06.ard,N,0x001D1440,xa_ex_0040.mdls,Donald,FALSE
Olympus Coliseum,Coliseum (Cups),he06.ard,N,0x001D1480,xa_ex_0050.mdls,Goofy,FALSE
Olympus Coliseum,Coliseum (Cups),he06.ard,N,0x001D14C0,xa_ex_2010.mdls,Heartless Soldier,TRUE
Olympus Coliseum,Coliseum (Cups),he06.ard,N,0x001D1500,xa_ex_2090.mdls,Heartless Bandit,TRUE
Olympus Coliseum,Coliseum (Cups),he06.ard,N,0x001D1540,xa_ex_2100.mdls,Heartless Pirate,TRUE
Olympus Coliseum,Coliseum (Cups),he06.ard,N,0x001D1580,xa_ex_2200.mdls,Heartless Wight Knight,TRUE
Olympus Coliseum,Coliseum (Cups),he06.ard,N,0x001D15C0,xa_ex_2340.mdls,Heartless Defender,TRUE
Olympus Coliseum,Coliseum (Cups),he06.ard,N,0x001D1880,xa_he_3000.mdls,Rock Titan,FALSE
Olympus Coliseum,Coliseum (Cups),he06.ard,N,0x001D1F40,xa_ex_1150.mdls,Cloud,FALSE
Olympus Coliseum,Coliseum (Cups),he06.ard,N,0x001D1F80,xa_ex_2020.mdls,Heartless Shadow,TRUE
Olympus Coliseum,Coliseum (Cups),he06.ard,N,0x001D1FC0,xa_ex_2230.mdls,Heartless Search Ghost,TRUE
Olympus Coliseum,Coliseum (Cups),he06.ard,N,0x001D2000,xa_ex_2280.mdls,Heartless Darkball,TRUE
Olympus Coliseum,Coliseum (Cups),he06.ard,N,0x001D2040,xa_ex_2290.mdls,Heartless Invisible,TRUE
Olympus Coliseum,Coliseum (Cups),he06.ard,N,0x001D2080,xa_ex_2330.mdls,Heartless Angel Star,TRUE
Olympus Coliseum,Coliseum (Cups),he06.ard,N,0x001D20C0,xa_ex_2030.mdls,Heartless Powerwild,TRUE
