World,Location,Action,Item,Number,File,Use Corrected File?,Index,Offset
Atlantica,Undersea Gorge,Lodged Chest,Orichalcum,1,/remastered/lm04.ard/UK_lm04_ard19.evdl,N,1,7B1D
Atlantica,Undersea Gorge,Lodged Chest,Orichalcum,1,/remastered/lm04.ard/UK_lm04_ard19.evdl,N,2,7B61
Atlantica,Undersea Gorge,Lodged Chest,Orichalcum,1,/remastered/lm04.ard/UK_lm04_ard19.evdl,N,3,7B75
Atlantica,Undersea Gorge,Lodged Chest,Orichalcum,1,/remastered/lm04.ard/UK_lm04_ardc.evdl,N,1,7AE9
Atlantica,Undersea Gorge,Lodged Chest,Orichalcum,1,/remastered/lm04.ard/UK_lm04_ardc.evdl,N,2,7B2D
Atlantica,Undersea Gorge,Lodged Chest,Orichalcum,1,/remastered/lm04.ard/UK_lm04_ardc.evdl,N,3,7B41
Atlantica,Undersea Gorge,Lodged Chest,Orichalcum,1,/remastered/lm04.ard/UK_lm04_ardd.evdl,N,1,62D1
Atlantica,Undersea Gorge,Lodged Chest,Orichalcum,1,/remastered/lm04.ard/UK_lm04_ardd.evdl,N,2,6315
Atlantica,Undersea Gorge,Lodged Chest,Orichalcum,1,/remastered/lm04.ard/UK_lm04_ardd.evdl,N,3,6329
Atlantica,Undersea Gorge,Lodged Chest,Orichalcum,1,/remastered/lm04.ard/UK_lm04_arde.evdl,N,1,83E9
Atlantica,Undersea Gorge,Lodged Chest,Orichalcum,1,/remastered/lm04.ard/UK_lm04_arde.evdl,N,2,842D
Atlantica,Undersea Gorge,Lodged Chest,Orichalcum,1,/remastered/lm04.ard/UK_lm04_arde.evdl,N,3,8441
Atlantica,Undersea Gorge,Lodged Chest,Orichalcum,1,/remastered/lm04.ard/UK_lm04_ardf.evdl,N,1,62D1
Atlantica,Undersea Gorge,Lodged Chest,Orichalcum,1,/remastered/lm04.ard/UK_lm04_ardf.evdl,N,2,6315
Atlantica,Undersea Gorge,Lodged Chest,Orichalcum,1,/remastered/lm04.ard/UK_lm04_ardf.evdl,N,3,6329
Atlantica,Undersea Garden,Clam,Mega-Potion,1,/remastered/lm06.ard/UK_lm06_ard2.evdl,N,1,4F39
Atlantica,Undersea Garden,Clam,Mega-Potion,1,/remastered/lm06.ard/UK_lm06_ard2.evdl,N,2,4F41
Atlantica,Undersea Garden,Clam,Mega-Potion,1,/remastered/lm06.ard/UK_lm06_ard19.evdl,N,1,5005
Atlantica,Undersea Garden,Clam,Mega-Potion,1,/remastered/lm06.ard/UK_lm06_ard19.evdl,N,2,500D
Atlantica,Undersea Garden,Clam,Mega-Potion,1,/remastered/lm06.ard/UK_lm06_ardc.evdl,N,1,4FD1
Atlantica,Undersea Garden,Clam,Mega-Potion,1,/remastered/lm06.ard/UK_lm06_ardc.evdl,N,2,4FD9
Atlantica,Undersea Garden,Clam,Mega-Potion,1,/remastered/lm06.ard/UK_lm06_ardf.evdl,N,1,4F39
Atlantica,Undersea Garden,Clam,Mega-Potion,1,/remastered/lm06.ard/UK_lm06_ardf.evdl,N,2,4F41
Atlantica,Triton's Palace,Clam,Mega-Ether,1,/remastered/lm15.ard/UK_lm15_ard11.evdl,N,1,6019
Atlantica,Triton's Palace,Clam,Mega-Ether,1,/remastered/lm15.ard/UK_lm15_ard11.evdl,N,2,6021
Atlantica,Triton's Palace,Clam,Mega-Ether,1,/remastered/lm15.ard/UK_lm15_ard19.evdl,N,1,60E5
Atlantica,Triton's Palace,Clam,Mega-Ether,1,/remastered/lm15.ard/UK_lm15_ard19.evdl,N,2,60ED
Atlantica,Triton's Palace,Clam,Mega-Ether,1,/remastered/lm15.ard/UK_lm15_ardc.evdl,N,1,6219
Atlantica,Triton's Palace,Clam,Mega-Ether,1,/remastered/lm15.ard/UK_lm15_ardc.evdl,N,2,6221
Atlantica,Triton's Palace,Clam,Mega-Ether,1,/remastered/lm15.ard/UK_lm15_ardd.evdl,N,1,6019
Atlantica,Triton's Palace,Clam,Mega-Ether,1,/remastered/lm15.ard/UK_lm15_ardd.evdl,N,2,6021
Atlantica,Triton's Palace,Clam,Mega-Ether,1,/remastered/lm15.ard/UK_lm15_ardf.evdl,N,1,6019
Atlantica,Triton's Palace,Clam,Mega-Ether,1,/remastered/lm15.ard/UK_lm15_ardf.evdl,N,2,6021
Atlantica,Triton's Palace,Clam,Cottage,1,/remastered/lm15.ard/UK_lm15_ard11.evdl,N,1,5131
Atlantica,Triton's Palace,Clam,Cottage,1,/remastered/lm15.ard/UK_lm15_ard11.evdl,N,2,5139
Atlantica,Triton's Palace,Clam,Cottage,1,/remastered/lm15.ard/UK_lm15_ard19.evdl,N,1,51FD
Atlantica,Triton's Palace,Clam,Cottage,1,/remastered/lm15.ard/UK_lm15_ard19.evdl,N,2,5205
Atlantica,Triton's Palace,Clam,Cottage,1,/remastered/lm15.ard/UK_lm15_ardc.evdl,N,1,5331
Atlantica,Triton's Palace,Clam,Cottage,1,/remastered/lm15.ard/UK_lm15_ardc.evdl,N,2,5339
Atlantica,Triton's Palace,Clam,Cottage,1,/remastered/lm15.ard/UK_lm15_ardd.evdl,N,1,5131
Atlantica,Triton's Palace,Clam,Cottage,1,/remastered/lm15.ard/UK_lm15_ardd.evdl,N,2,5139
Atlantica,Triton's Palace,Clam,Cottage,1,/remastered/lm15.ard/UK_lm15_ardf.evdl,N,1,5131
Atlantica,Triton's Palace,Clam,Cottage,1,/remastered/lm15.ard/UK_lm15_ardf.evdl,N,2,5139
Atlantica,Triton's Palace,Clam,Elixir,1,/remastered/lm15.ard/UK_lm15_ard11.evdl,N,1,58A5
Atlantica,Triton's Palace,Clam,Elixir,1,/remastered/lm15.ard/UK_lm15_ard11.evdl,N,2,58AD
Atlantica,Triton's Palace,Clam,Elixir,1,/remastered/lm15.ard/UK_lm15_ard19.evdl,N,1,5971
Atlantica,Triton's Palace,Clam,Elixir,1,/remastered/lm15.ard/UK_lm15_ard19.evdl,N,2,5979
Atlantica,Triton's Palace,Clam,Elixir,1,/remastered/lm15.ard/UK_lm15_ardc.evdl,N,1,5AA5
Atlantica,Triton's Palace,Clam,Elixir,1,/remastered/lm15.ard/UK_lm15_ardc.evdl,N,2,5AAD
Atlantica,Triton's Palace,Clam,Elixir,1,/remastered/lm15.ard/UK_lm15_ardd.evdl,N,1,58A5
Atlantica,Triton's Palace,Clam,Elixir,1,/remastered/lm15.ard/UK_lm15_ardd.evdl,N,2,58AD
Atlantica,Triton's Palace,Clam,Elixir,1,/remastered/lm15.ard/UK_lm15_ardf.evdl,N,1,58A5
Atlantica,Triton's Palace,Clam,Elixir,1,/remastered/lm15.ard/UK_lm15_ardf.evdl,N,2,58AD
Atlantica,Triton's Palace,Thunder Clam,Mythril Shard,1,/remastered/lm15.ard/UK_lm15_ard11.evdl,N,1,6869
Atlantica,Triton's Palace,Thunder Clam,Mythril Shard,1,/remastered/lm15.ard/UK_lm15_ard11.evdl,N,2,6871
Atlantica,Triton's Palace,Thunder Clam,Mythril Shard,1,/remastered/lm15.ard/UK_lm15_ard19.evdl,N,1,6935
Atlantica,Triton's Palace,Thunder Clam,Mythril Shard,1,/remastered/lm15.ard/UK_lm15_ard19.evdl,N,2,693D
Atlantica,Triton's Palace,Thunder Clam,Mythril Shard,1,/remastered/lm15.ard/UK_lm15_ardc.evdl,N,1,6A69
Atlantica,Triton's Palace,Thunder Clam,Mythril Shard,1,/remastered/lm15.ard/UK_lm15_ardc.evdl,N,2,6A71
Atlantica,Triton's Palace,Thunder Clam,Mythril Shard,1,/remastered/lm15.ard/UK_lm15_ardd.evdl,N,1,6869
Atlantica,Triton's Palace,Thunder Clam,Mythril Shard,1,/remastered/lm15.ard/UK_lm15_ardd.evdl,N,2,6871
Atlantica,Triton's Palace,Thunder Clam,Mythril Shard,1,/remastered/lm15.ard/UK_lm15_ardf.evdl,N,1,6869
Atlantica,Triton's Palace,Thunder Clam,Mythril Shard,1,/remastered/lm15.ard/UK_lm15_ardf.evdl,N,2,6871
Atlantica,Triton's Palace,White Trinity,Orichalcum,1,/remastered/lm15.ard/UK_lm15_ard11.evdl,N,1,7429
Atlantica,Triton's Palace,White Trinity,Orichalcum,1,/remastered/lm15.ard/UK_lm15_ard11.evdl,N,2,746D
Atlantica,Triton's Palace,White Trinity,Orichalcum,1,/remastered/lm15.ard/UK_lm15_ard11.evdl,N,3,7481
Atlantica,Triton's Palace,White Trinity,Orichalcum,1,/remastered/lm15.ard/UK_lm15_ard11.evdl,N,1,7429
Atlantica,Triton's Palace,White Trinity,Orichalcum,1,/remastered/lm15.ard/UK_lm15_ard11.evdl,N,2,746D
Atlantica,Triton's Palace,White Trinity,Orichalcum,1,/remastered/lm15.ard/UK_lm15_ard11.evdl,N,3,7481
Atlantica,Triton's Palace,White Trinity,Orichalcum,1,/remastered/lm15.ard/UK_lm15_ard19.evdl,N,1,74F5
Atlantica,Triton's Palace,White Trinity,Orichalcum,1,/remastered/lm15.ard/UK_lm15_ard19.evdl,N,2,7539
Atlantica,Triton's Palace,White Trinity,Orichalcum,1,/remastered/lm15.ard/UK_lm15_ard19.evdl,N,3,754D
Atlantica,Triton's Palace,White Trinity,Orichalcum,1,/remastered/lm15.ard/UK_lm15_ardc.evdl,N,1,7629
Atlantica,Triton's Palace,White Trinity,Orichalcum,1,/remastered/lm15.ard/UK_lm15_ardc.evdl,N,2,766D
Atlantica,Triton's Palace,White Trinity,Orichalcum,1,/remastered/lm15.ard/UK_lm15_ardc.evdl,N,3,7681
Atlantica,Triton's Palace,White Trinity,Orichalcum,1,/remastered/lm15.ard/UK_lm15_ardd.evdl,N,1,7429
Atlantica,Triton's Palace,White Trinity,Orichalcum,1,/remastered/lm15.ard/UK_lm15_ardd.evdl,N,2,746D
Atlantica,Triton's Palace,White Trinity,Orichalcum,1,/remastered/lm15.ard/UK_lm15_ardd.evdl,N,3,7481
Atlantica,Triton's Palace,White Trinity,Orichalcum,1,/remastered/lm15.ard/UK_lm15_arde.evdl,N,1,7429
Atlantica,Triton's Palace,White Trinity,Orichalcum,1,/remastered/lm15.ard/UK_lm15_arde.evdl,N,2,746D
Atlantica,Triton's Palace,White Trinity,Orichalcum,1,/remastered/lm15.ard/UK_lm15_arde.evdl,N,3,7481
Atlantica,Triton's Palace,White Trinity,Orichalcum,1,/remastered/lm15.ard/UK_lm15_ardf.evdl,N,1,7429
Atlantica,Triton's Palace,White Trinity,Orichalcum,1,/remastered/lm15.ard/UK_lm15_ardf.evdl,N,2,746D
Atlantica,Triton's Palace,White Trinity,Orichalcum,1,/remastered/lm15.ard/UK_lm15_ardf.evdl,N,3,7481
Atlantica,Ariel's Grotto,Chest,Mega-Potion,1,/remastered/lm14.ard/UK_lm14_ard0.evdl,N,1,7A01
Atlantica,Ariel's Grotto,Chest,Mega-Potion,1,/remastered/lm14.ard/UK_lm14_ard0.evdl,N,2,7A45
Atlantica,Ariel's Grotto,Chest,Mega-Potion,1,/remastered/lm14.ard/UK_lm14_ard0.evdl,N,3,7A59
Atlantica,Ariel's Grotto,Chest,Mega-Potion,1,/remastered/lm14.ard/UK_lm14_ard2.evdl,N,1,96AD
Atlantica,Ariel's Grotto,Chest,Mega-Potion,1,/remastered/lm14.ard/UK_lm14_ard2.evdl,N,2,96F1
Atlantica,Ariel's Grotto,Chest,Mega-Potion,1,/remastered/lm14.ard/UK_lm14_ard2.evdl,N,3,9705
Atlantica,Ariel's Grotto,Chest,Mega-Potion,1,/remastered/lm14.ard/UK_lm14_ard3.evdl,N,1,8A91
Atlantica,Ariel's Grotto,Chest,Mega-Potion,1,/remastered/lm14.ard/UK_lm14_ard3.evdl,N,2,8AD5
Atlantica,Ariel's Grotto,Chest,Mega-Potion,1,/remastered/lm14.ard/UK_lm14_ard3.evdl,N,3,8AE9
Atlantica,Ariel's Grotto,Chest,Mega-Potion,1,/remastered/lm14.ard/UK_lm14_ard11.evdl,N,1,63FD
Atlantica,Ariel's Grotto,Chest,Mega-Potion,1,/remastered/lm14.ard/UK_lm14_ard11.evdl,N,2,6441
Atlantica,Ariel's Grotto,Chest,Mega-Potion,1,/remastered/lm14.ard/UK_lm14_ard11.evdl,N,3,6455
Atlantica,Ariel's Grotto,Chest,Mega-Potion,1,/remastered/lm14.ard/UK_lm14_ard19.evdl,N,1,5F0D
Atlantica,Ariel's Grotto,Chest,Mega-Potion,1,/remastered/lm14.ard/UK_lm14_ard19.evdl,N,2,5F51
Atlantica,Ariel's Grotto,Chest,Mega-Potion,1,/remastered/lm14.ard/UK_lm14_ard19.evdl,N,3,5F65
Atlantica,Ariel's Grotto,Chest,Mega-Potion,1,/remastered/lm14.ard/UK_lm14_ardc.evdl,N,1,5ED9
Atlantica,Ariel's Grotto,Chest,Mega-Potion,1,/remastered/lm14.ard/UK_lm14_ardc.evdl,N,2,5F1D
Atlantica,Ariel's Grotto,Chest,Mega-Potion,1,/remastered/lm14.ard/UK_lm14_ardc.evdl,N,3,5F31
Atlantica,Ariel's Grotto,Chest,Cottage,1,/remastered/lm14.ard/UK_lm14_ard0.evdl,N,1,710D
Atlantica,Ariel's Grotto,Chest,Cottage,1,/remastered/lm14.ard/UK_lm14_ard0.evdl,N,2,7151
Atlantica,Ariel's Grotto,Chest,Cottage,1,/remastered/lm14.ard/UK_lm14_ard0.evdl,N,3,7165
Atlantica,Ariel's Grotto,Chest,Cottage,1,/remastered/lm14.ard/UK_lm14_ard2.evdl,N,1,8DB9
Atlantica,Ariel's Grotto,Chest,Cottage,1,/remastered/lm14.ard/UK_lm14_ard2.evdl,N,2,8DFD
Atlantica,Ariel's Grotto,Chest,Cottage,1,/remastered/lm14.ard/UK_lm14_ard2.evdl,N,3,8E11
Atlantica,Ariel's Grotto,Chest,Cottage,1,/remastered/lm14.ard/UK_lm14_ard3.evdl,N,1,819D
Atlantica,Ariel's Grotto,Chest,Cottage,1,/remastered/lm14.ard/UK_lm14_ard3.evdl,N,2,81E1
Atlantica,Ariel's Grotto,Chest,Cottage,1,/remastered/lm14.ard/UK_lm14_ard3.evdl,N,3,81F5
Atlantica,Ariel's Grotto,Chest,Cottage,1,/remastered/lm14.ard/UK_lm14_ard11.evdl,N,1,5B09
Atlantica,Ariel's Grotto,Chest,Cottage,1,/remastered/lm14.ard/UK_lm14_ard11.evdl,N,2,5B4D
Atlantica,Ariel's Grotto,Chest,Cottage,1,/remastered/lm14.ard/UK_lm14_ard11.evdl,N,3,5B61
Atlantica,Ariel's Grotto,Chest,Cottage,1,/remastered/lm14.ard/UK_lm14_ard19.evdl,N,1,5619
Atlantica,Ariel's Grotto,Chest,Cottage,1,/remastered/lm14.ard/UK_lm14_ard19.evdl,N,2,565D
Atlantica,Ariel's Grotto,Chest,Cottage,1,/remastered/lm14.ard/UK_lm14_ard19.evdl,N,3,5671
Atlantica,Ariel's Grotto,Chest,Cottage,1,/remastered/lm14.ard/UK_lm14_ardc.evdl,N,1,55E5
Atlantica,Ariel's Grotto,Chest,Cottage,1,/remastered/lm14.ard/UK_lm14_ardc.evdl,N,2,5629
Atlantica,Ariel's Grotto,Chest,Cottage,1,/remastered/lm14.ard/UK_lm14_ardc.evdl,N,3,563D
Atlantica,Ariel's Grotto,Chest,Torn Page 1,1,/remastered/lm14.ard/UK_lm14_ard0.evdl,N,1,6819
Atlantica,Ariel's Grotto,Chest,Torn Page 1,1,/remastered/lm14.ard/UK_lm14_ard0.evdl,N,2,685D
Atlantica,Ariel's Grotto,Chest,Torn Page 1,1,/remastered/lm14.ard/UK_lm14_ard0.evdl,N,3,6871
Atlantica,Ariel's Grotto,Chest,Torn Page 1,1,/remastered/lm14.ard/UK_lm14_ard2.evdl,N,1,84C5
Atlantica,Ariel's Grotto,Chest,Torn Page 1,1,/remastered/lm14.ard/UK_lm14_ard2.evdl,N,2,8509
Atlantica,Ariel's Grotto,Chest,Torn Page 1,1,/remastered/lm14.ard/UK_lm14_ard2.evdl,N,3,851D
Atlantica,Ariel's Grotto,Chest,Torn Page 1,1,/remastered/lm14.ard/UK_lm14_ard3.evdl,N,1,78A9
Atlantica,Ariel's Grotto,Chest,Torn Page 1,1,/remastered/lm14.ard/UK_lm14_ard3.evdl,N,2,78ED
Atlantica,Ariel's Grotto,Chest,Torn Page 1,1,/remastered/lm14.ard/UK_lm14_ard3.evdl,N,3,7901
Atlantica,Ariel's Grotto,Chest,Torn Page 1,1,/remastered/lm14.ard/UK_lm14_ard11.evdl,N,1,5215
Atlantica,Ariel's Grotto,Chest,Torn Page 1,1,/remastered/lm14.ard/UK_lm14_ard11.evdl,N,2,5259
Atlantica,Ariel's Grotto,Chest,Torn Page 1,1,/remastered/lm14.ard/UK_lm14_ard11.evdl,N,3,526D
Atlantica,Ariel's Grotto,Chest,Torn Page 1,1,/remastered/lm14.ard/UK_lm14_ard19.evdl,N,1,4D25
Atlantica,Ariel's Grotto,Chest,Torn Page 1,1,/remastered/lm14.ard/UK_lm14_ard19.evdl,N,2,4D69
Atlantica,Ariel's Grotto,Chest,Torn Page 1,1,/remastered/lm14.ard/UK_lm14_ard19.evdl,N,3,4D7D
Atlantica,Ariel's Grotto,Chest,Torn Page 1,1,/remastered/lm14.ard/UK_lm14_ardc.evdl,N,1,4CF1
Atlantica,Ariel's Grotto,Chest,Torn Page 1,1,/remastered/lm14.ard/UK_lm14_ardc.evdl,N,2,4D35
Atlantica,Ariel's Grotto,Chest,Torn Page 1,1,/remastered/lm14.ard/UK_lm14_ardc.evdl,N,3,4D49
Atlantica,Sunken Ship,Chest,Mythril Shard,1,/remastered/lm07.ard/UK_lm07_ard0.evdl,N,1,64E1
Atlantica,Sunken Ship,Chest,Mythril Shard,1,/remastered/lm07.ard/UK_lm07_ard0.evdl,N,2,6525
Atlantica,Sunken Ship,Chest,Mythril Shard,1,/remastered/lm07.ard/UK_lm07_ard0.evdl,N,3,6539
Atlantica,Sunken Ship,Chest,Mythril Shard,1,/remastered/lm07.ard/UK_lm07_ard2.evdl,N,1,6439
Atlantica,Sunken Ship,Chest,Mythril Shard,1,/remastered/lm07.ard/UK_lm07_ard2.evdl,N,2,647D
Atlantica,Sunken Ship,Chest,Mythril Shard,1,/remastered/lm07.ard/UK_lm07_ard2.evdl,N,3,6491
Atlantica,Sunken Ship,Chest,Mythril Shard,1,/remastered/lm07.ard/UK_lm07_ard11.evdl,N,1,55D9
Atlantica,Sunken Ship,Chest,Mythril Shard,1,/remastered/lm07.ard/UK_lm07_ard11.evdl,N,2,561D
Atlantica,Sunken Ship,Chest,Mythril Shard,1,/remastered/lm07.ard/UK_lm07_ard11.evdl,N,3,5631
Atlantica,Sunken Ship,Chest,Mythril Shard,1,/remastered/lm07.ard/UK_lm07_ard17.evdl,N,1,55D9
Atlantica,Sunken Ship,Chest,Mythril Shard,1,/remastered/lm07.ard/UK_lm07_ard17.evdl,N,2,561D
Atlantica,Sunken Ship,Chest,Mythril Shard,1,/remastered/lm07.ard/UK_lm07_ard17.evdl,N,3,5631
Atlantica,Sunken Ship,Chest,Mythril Shard,1,/remastered/lm07.ard/UK_lm07_ard19.evdl,N,1,56B9
Atlantica,Sunken Ship,Chest,Mythril Shard,1,/remastered/lm07.ard/UK_lm07_ard19.evdl,N,2,56FD
Atlantica,Sunken Ship,Chest,Mythril Shard,1,/remastered/lm07.ard/UK_lm07_ard19.evdl,N,3,5711
Atlantica,Sunken Ship,Chest,Mythril Shard,1,/remastered/lm07.ard/UK_lm07_ardc.evdl,N,1,560D
Atlantica,Sunken Ship,Chest,Mythril Shard,1,/remastered/lm07.ard/UK_lm07_ardc.evdl,N,2,5651
Atlantica,Sunken Ship,Chest,Mythril Shard,1,/remastered/lm07.ard/UK_lm07_ardc.evdl,N,3,5665
Atlantica,Sunken Ship,Chest,Mythril Shard,1,/remastered/lm07.ard/UK_lm07_arde.evdl,N,1,5A1D
Atlantica,Sunken Ship,Chest,Mythril Shard,1,/remastered/lm07.ard/UK_lm07_arde.evdl,N,2,5A61
Atlantica,Sunken Ship,Chest,Mythril Shard,1,/remastered/lm07.ard/UK_lm07_arde.evdl,N,3,5A75
Atlantica,Sunken Ship,Chest,Mythril Shard,1,/remastered/lm07.ard/UK_lm07_ardf.evdl,N,1,55D9
Atlantica,Sunken Ship,Chest,Mythril Shard,1,/remastered/lm07.ard/UK_lm07_ardf.evdl,N,2,561D
Atlantica,Sunken Ship,Chest,Mythril Shard,1,/remastered/lm07.ard/UK_lm07_ardf.evdl,N,3,5631
Atlantica,Sunken Ship,Chest,Elixir,1,/remastered/lm07.ard/UK_lm07_ard0.evdl,N,1,5BED
Atlantica,Sunken Ship,Chest,Elixir,1,/remastered/lm07.ard/UK_lm07_ard0.evdl,N,2,5C31
Atlantica,Sunken Ship,Chest,Elixir,1,/remastered/lm07.ard/UK_lm07_ard0.evdl,N,3,5C45
Atlantica,Sunken Ship,Chest,Elixir,1,/remastered/lm07.ard/UK_lm07_ard2.evdl,N,1,5B45
Atlantica,Sunken Ship,Chest,Elixir,1,/remastered/lm07.ard/UK_lm07_ard2.evdl,N,2,5B89
Atlantica,Sunken Ship,Chest,Elixir,1,/remastered/lm07.ard/UK_lm07_ard2.evdl,N,3,5B9D
Atlantica,Sunken Ship,Chest,Elixir,1,/remastered/lm07.ard/UK_lm07_ard11.evdl,N,1,4CE5
Atlantica,Sunken Ship,Chest,Elixir,1,/remastered/lm07.ard/UK_lm07_ard11.evdl,N,2,4D29
Atlantica,Sunken Ship,Chest,Elixir,1,/remastered/lm07.ard/UK_lm07_ard11.evdl,N,3,4D3D
Atlantica,Sunken Ship,Chest,Elixir,1,/remastered/lm07.ard/UK_lm07_ard17.evdl,N,1,4CE5
Atlantica,Sunken Ship,Chest,Elixir,1,/remastered/lm07.ard/UK_lm07_ard17.evdl,N,2,4D29
Atlantica,Sunken Ship,Chest,Elixir,1,/remastered/lm07.ard/UK_lm07_ard17.evdl,N,3,4D3D
Atlantica,Sunken Ship,Chest,Elixir,1,/remastered/lm07.ard/UK_lm07_ard19.evdl,N,1,4DC5
Atlantica,Sunken Ship,Chest,Elixir,1,/remastered/lm07.ard/UK_lm07_ard19.evdl,N,2,4E09
Atlantica,Sunken Ship,Chest,Elixir,1,/remastered/lm07.ard/UK_lm07_ard19.evdl,N,3,4E1D
Atlantica,Sunken Ship,Chest,Elixir,1,/remastered/lm07.ard/UK_lm07_ardc.evdl,N,1,4D19
Atlantica,Sunken Ship,Chest,Elixir,1,/remastered/lm07.ard/UK_lm07_ardc.evdl,N,2,4D5D
Atlantica,Sunken Ship,Chest,Elixir,1,/remastered/lm07.ard/UK_lm07_ardc.evdl,N,3,4D71
Atlantica,Sunken Ship,Chest,Elixir,1,/remastered/lm07.ard/UK_lm07_arde.evdl,N,1,5129
Atlantica,Sunken Ship,Chest,Elixir,1,/remastered/lm07.ard/UK_lm07_arde.evdl,N,2,516D
Atlantica,Sunken Ship,Chest,Elixir,1,/remastered/lm07.ard/UK_lm07_arde.evdl,N,3,5181
Atlantica,Sunken Ship,Chest,Elixir,1,/remastered/lm07.ard/UK_lm07_ardf.evdl,N,1,4CE5
Atlantica,Sunken Ship,Chest,Elixir,1,/remastered/lm07.ard/UK_lm07_ardf.evdl,N,2,4D29
Atlantica,Sunken Ship,Chest,Elixir,1,/remastered/lm07.ard/UK_lm07_ardf.evdl,N,3,4D3D
Atlantica,Below Deck,Chest,Crystal Trident,1,/remastered/lm08.ard/UK_lm08_ard0.evdl,N,1,553D
Atlantica,Below Deck,Chest,Crystal Trident,1,/remastered/lm08.ard/UK_lm08_ard0.evdl,N,2,5549
Atlantica,Below Deck,Chest,Crystal Trident,1,/remastered/lm08.ard/UK_lm08_ard0.evdl,N,3,5555
Atlantica,Below Deck,Chest,Mythril Shard,1,/remastered/lm08.ard/UK_lm08_ard0.evdl,N,1,6A05
Atlantica,Below Deck,Chest,Mythril Shard,1,/remastered/lm08.ard/UK_lm08_ard0.evdl,N,2,6A49
Atlantica,Below Deck,Chest,Mythril Shard,1,/remastered/lm08.ard/UK_lm08_ard0.evdl,N,3,6A5D
Atlantica,Below Deck,Chest,Mythril Shard,1,/remastered/lm08.ard/UK_lm08_ard11.evdl,N,1,59DD
Atlantica,Below Deck,Chest,Mythril Shard,1,/remastered/lm08.ard/UK_lm08_ard11.evdl,N,2,5A21
Atlantica,Below Deck,Chest,Mythril Shard,1,/remastered/lm08.ard/UK_lm08_ard11.evdl,N,3,5A35
Atlantica,Below Deck,Chest,Mythril Shard,1,/remastered/lm08.ard/UK_lm08_ard13.evdl,N,1,59DD
Atlantica,Below Deck,Chest,Mythril Shard,1,/remastered/lm08.ard/UK_lm08_ard13.evdl,N,2,5A21
Atlantica,Below Deck,Chest,Mythril Shard,1,/remastered/lm08.ard/UK_lm08_ard13.evdl,N,3,5A35
Atlantica,Below Deck,Chest,Mythril Shard,1,/remastered/lm08.ard/UK_lm08_ard17.evdl,N,1,59DD
Atlantica,Below Deck,Chest,Mythril Shard,1,/remastered/lm08.ard/UK_lm08_ard17.evdl,N,2,5A21
Atlantica,Below Deck,Chest,Mythril Shard,1,/remastered/lm08.ard/UK_lm08_ard17.evdl,N,3,5A35
Atlantica,Below Deck,Chest,Mythril Shard,1,/remastered/lm08.ard/UK_lm08_ard19.evdl,N,1,5A99
Atlantica,Below Deck,Chest,Mythril Shard,1,/remastered/lm08.ard/UK_lm08_ard19.evdl,N,2,5ADD
Atlantica,Below Deck,Chest,Mythril Shard,1,/remastered/lm08.ard/UK_lm08_ard19.evdl,N,3,5AF1
Atlantica,Below Deck,Chest,Mythril Shard,1,/remastered/lm08.ard/UK_lm08_ardc.evdl,N,1,5A65
Atlantica,Below Deck,Chest,Mythril Shard,1,/remastered/lm08.ard/UK_lm08_ardc.evdl,N,2,5AA9
Atlantica,Below Deck,Chest,Mythril Shard,1,/remastered/lm08.ard/UK_lm08_ardc.evdl,N,3,5ABD
Atlantica,Below Deck,Chest,Mythril Shard,1,/remastered/lm08.ard/UK_lm08_arde.evdl,N,1,59DD
Atlantica,Below Deck,Chest,Mythril Shard,1,/remastered/lm08.ard/UK_lm08_arde.evdl,N,2,5A21
Atlantica,Below Deck,Chest,Mythril Shard,1,/remastered/lm08.ard/UK_lm08_arde.evdl,N,3,5A35
Atlantica,Below Deck,Chest,Mythril Shard,1,/remastered/lm08.ard/UK_lm08_ardf.evdl,N,1,59DD
Atlantica,Below Deck,Chest,Mythril Shard,1,/remastered/lm08.ard/UK_lm08_ardf.evdl,N,2,5A21
Atlantica,Below Deck,Chest,Mythril Shard,1,/remastered/lm08.ard/UK_lm08_ardf.evdl,N,3,5A35
Atlantica,Below Deck,Clam,Mythril,1,/remastered/lm08.ard/UK_lm08_ard0.evdl,N,1,60A9
Atlantica,Below Deck,Clam,Mythril,1,/remastered/lm08.ard/UK_lm08_ard0.evdl,N,2,60B1
Atlantica,Below Deck,Clam,Mythril,1,/remastered/lm08.ard/UK_lm08_ard11.evdl,N,1,5081
Atlantica,Below Deck,Clam,Mythril,1,/remastered/lm08.ard/UK_lm08_ard11.evdl,N,2,5089
Atlantica,Below Deck,Clam,Mythril,1,/remastered/lm08.ard/UK_lm08_ard13.evdl,N,1,5081
Atlantica,Below Deck,Clam,Mythril,1,/remastered/lm08.ard/UK_lm08_ard13.evdl,N,2,5089
Atlantica,Below Deck,Clam,Mythril,1,/remastered/lm08.ard/UK_lm08_ard17.evdl,N,1,5081
Atlantica,Below Deck,Clam,Mythril,1,/remastered/lm08.ard/UK_lm08_ard17.evdl,N,2,5089
Atlantica,Below Deck,Clam,Mythril,1,/remastered/lm08.ard/UK_lm08_ard19.evdl,N,1,513D
Atlantica,Below Deck,Clam,Mythril,1,/remastered/lm08.ard/UK_lm08_ard19.evdl,N,2,5145
Atlantica,Below Deck,Clam,Mythril,1,/remastered/lm08.ard/UK_lm08_ardc.evdl,N,1,5109
