Enemy,Segment,File,Offset,Value (Hex),Value (Type),Value,Notes
White Mushroom,Drop Table (Different spells Stop last),xa_ex_2350.mdls,6EE50,46 00 00 00,Int,70,Large MP
White Mushroom,Drop Table (Different spells Stop last),xa_ex_2350.mdls,6EE54,00 00 80 3F,Float,1,Chance Drop 1
White Mushroom,Drop Table (Different spells Stop last),xa_ex_2350.mdls,6EE58,EE 00 00 00,Int,238,Drop 1
White Mushroom,Drop Table (Different spells Stop last),xa_ex_2350.mdls,6EE5C,00 00 00 00,Float,0,Chance Drop 2
White Mushroom,Drop Table (Different spells Stop last),xa_ex_2350.mdls,6EE60,00 00 00 00,Int,0,Drop 2
White Mushroom,Drop Table (Different spells Stop last),xa_ex_2350.mdls,6EE64,CD CC CC 3D,Float,0.1,Chance Drop 3
White Mushroom,Drop Table (Different spells Stop last),xa_ex_2350.mdls,6EE68,FB 00 00 00,Int,251,Drop 3
White Mushroom,Drop Table (Different spells Aero last),xa_ex_2350.mdls,6EE6C,00 00 00 00,Int,0,Small Munny
White Mushroom,Drop Table (Different spells Aero last),xa_ex_2350.mdls,6EE70,00 00 00 00,Int,0,Medium Munny
White Mushroom,Drop Table (Different spells Aero last),xa_ex_2350.mdls,6EE74,00 00 00 00,Int,0,Large Munny
White Mushroom,Drop Table (Different spells Aero last),xa_ex_2350.mdls,6EE78,00 00 00 00,Int,0,Small HP
White Mushroom,Drop Table (Different spells Aero last),xa_ex_2350.mdls,6EE7C,00 00 00 00,Int,0,Large HP
White Mushroom,Drop Table (Different spells Aero last),xa_ex_2350.mdls,6EE80,00 00 00 00,Int,0,Small MP
White Mushroom,Drop Table (Different spells Aero last),xa_ex_2350.mdls,6EE84,46 00 00 00,Int,70,Large MP
White Mushroom,Drop Table (Different spells Aero last),xa_ex_2350.mdls,6EE88,00 00 80 3F,Float,1,Chance Drop 1
White Mushroom,Drop Table (Different spells Aero last),xa_ex_2350.mdls,6EE8C,EC 00 00 00,Int,236,Drop 1
White Mushroom,Drop Table (Different spells Aero last),xa_ex_2350.mdls,6EE90,00 00 00 00,Float,0,Chance Drop 2
White Mushroom,Drop Table (Different spells Aero last),xa_ex_2350.mdls,6EE94,00 00 00 00,Int,0,Drop 2
White Mushroom,Drop Table (Different spells Aero last),xa_ex_2350.mdls,6EE98,CD CC CC 3D,Float,0.1,Chance Drop 3
White Mushroom,Drop Table (Different spells Aero last),xa_ex_2350.mdls,6EE9C,FB 00 00 00,Int,251,Drop 3
White Mushroom,Drop Table (Same spells Fire),xa_ex_2350.mdls,6EEA0,00 00 00 00,Int,0,Small Munny
White Mushroom,Drop Table (Same spells Fire),xa_ex_2350.mdls,6EEA4,00 00 00 00,Int,0,Medium Munny
White Mushroom,Drop Table (Same spells Fire),xa_ex_2350.mdls,6EEA8,00 00 00 00,Int,0,Large Munny
White Mushroom,Drop Table (Same spells Fire),xa_ex_2350.mdls,6EEAC,00 00 00 00,Int,0,Small HP
White Mushroom,Drop Table (Same spells Fire),xa_ex_2350.mdls,6EEB0,00 00 00 00,Int,0,Large HP
White Mushroom,Drop Table (Same spells Fire),xa_ex_2350.mdls,6EEB4,00 00 00 00,Int,0,Small MP
White Mushroom,Drop Table (Same spells Fire),xa_ex_2350.mdls,6EEB8,1E 00 00 00,Int,30,Large MP
White Mushroom,Drop Table (Same spells Fire),xa_ex_2350.mdls,6EEBC,00 00 80 3F,Float,1,Chance Drop 1
White Mushroom,Drop Table (Same spells Fire),xa_ex_2350.mdls,6EEC0,9E 00 00 00,Int,158,Drop 1
White Mushroom,Drop Table (Same spells Fire),xa_ex_2350.mdls,6EEC4,CD CC CC 3D,Float,0.1,Chance Drop 2
White Mushroom,Drop Table (Same spells Fire),xa_ex_2350.mdls,6EEC8,F2 00 00 00,Int,242,Drop 2
White Mushroom,Drop Table (Same spells Fire),xa_ex_2350.mdls,6EECC,CD CC 4C 3E,Float,0.2,Chance Drop 3
White Mushroom,Drop Table (Same spells Fire),xa_ex_2350.mdls,6EED0,FB 00 00 00,Int,251,Drop 3
White Mushroom,Drop Table (Same spells Blizzard),xa_ex_2350.mdls,6EED4,00 00 00 00,Int,0,Small Munny
White Mushroom,Drop Table (Same spells Blizzard),xa_ex_2350.mdls,6EED8,00 00 00 00,Int,0,Medium Munny
White Mushroom,Drop Table (Same spells Blizzard),xa_ex_2350.mdls,6EEDC,00 00 00 00,Int,0,Large Munny
White Mushroom,Drop Table (Same spells Blizzard),xa_ex_2350.mdls,6EEE0,00 00 00 00,Int,0,Small HP
White Mushroom,Drop Table (Same spells Blizzard),xa_ex_2350.mdls,6EEE4,00 00 00 00,Int,0,Large HP
White Mushroom,Drop Table (Same spells Blizzard),xa_ex_2350.mdls,6EEE8,00 00 00 00,Int,0,Small MP
White Mushroom,Drop Table (Same spells Blizzard),xa_ex_2350.mdls,6EEEC,1E 00 00 00,Int,30,Large MP
White Mushroom,Drop Table (Same spells Blizzard),xa_ex_2350.mdls,6EEF0,00 00 80 3F,Float,1,Chance Drop 1
White Mushroom,Drop Table (Same spells Blizzard),xa_ex_2350.mdls,6EEF4,9F 00 00 00,Int,159,Drop 1
White Mushroom,Drop Table (Same spells Blizzard),xa_ex_2350.mdls,6EEF8,CD CC CC 3D,Float,0.1,Chance Drop 2
White Mushroom,Drop Table (Same spells Blizzard),xa_ex_2350.mdls,6EEFC,F4 00 00 00,Int,244,Drop 2
White Mushroom,Drop Table (Same spells Blizzard),xa_ex_2350.mdls,6EF00,CD CC 4C 3E,Float,0.2,Chance Drop 3
White Mushroom,Drop Table (Same spells Blizzard),xa_ex_2350.mdls,6EF04,FB 00 00 00,Int,251,Drop 3
White Mushroom,Drop Table (Same spells Thunder),xa_ex_2350.mdls,6EF08,00 00 00 00,Int,0,Small Munny
White Mushroom,Drop Table (Same spells Thunder),xa_ex_2350.mdls,6EF0C,00 00 00 00,Int,0,Medium Munny
White Mushroom,Drop Table (Same spells Thunder),xa_ex_2350.mdls,6EF10,00 00 00 00,Int,0,Large Munny
White Mushroom,Drop Table (Same spells Thunder),xa_ex_2350.mdls,6EF14,00 00 00 00,Int,0,Small HP
White Mushroom,Drop Table (Same spells Thunder),xa_ex_2350.mdls,6EF18,00 00 00 00,Int,0,Large HP
White Mushroom,Drop Table (Same spells Thunder),xa_ex_2350.mdls,6EF1C,00 00 00 00,Int,0,Small MP
White Mushroom,Drop Table (Same spells Thunder),xa_ex_2350.mdls,6EF20,32 00 00 00,Int,50,Large MP
White Mushroom,Drop Table (Same spells Thunder),xa_ex_2350.mdls,6EF24,00 00 80 3F,Float,1,Chance Drop 1
White Mushroom,Drop Table (Same spells Thunder),xa_ex_2350.mdls,6EF28,A0 00 00 00,Int,160,Drop 1
White Mushroom,Drop Table (Same spells Thunder),xa_ex_2350.mdls,6EF2C,CD CC CC 3D,Float,0.1,Chance Drop 2
White Mushroom,Drop Table (Same spells Thunder),xa_ex_2350.mdls,6EF30,F6 00 00 00,Int,246,Drop 2
White Mushroom,Drop Table (Same spells Thunder),xa_ex_2350.mdls,6EF34,CD CC 4C 3E,Float,0.2,Chance Drop 3
White Mushroom,Drop Table (Same spells Thunder),xa_ex_2350.mdls,6EF38,FB 00 00 00,Int,251,Drop 3
White Mushroom,Drop Table (Same spells Cure),xa_ex_2350.mdls,6EF3C,00 00 00 00,Int,0,Small Munny
White Mushroom,Drop Table (Same spells Cure),xa_ex_2350.mdls,6EF40,00 00 00 00,Int,0,Medium Munny
White Mushroom,Drop Table (Same spells Cure),xa_ex_2350.mdls,6EF44,00 00 00 00,Int,0,Large Munny
White Mushroom,Drop Table (Same spells Cure),xa_ex_2350.mdls,6EF48,00 00 00 00,Int,0,Small HP
White Mushroom,Drop Table (Same spells Cure),xa_ex_2350.mdls,6EF4C,00 00 00 00,Int,0,Large HP
White Mushroom,Drop Table (Same spells Cure),xa_ex_2350.mdls,6EF50,00 00 00 00,Int,0,Small MP
White Mushroom,Drop Table (Same spells Cure),xa_ex_2350.mdls,6EF54,32 00 00 00,Int,50,Large MP
White Mushroom,Drop Table (Same spells Cure),xa_ex_2350.mdls,6EF58,00 00 80 3F,Float,1,Chance Drop 1
White Mushroom,Drop Table (Same spells Cure),xa_ex_2350.mdls,6EF5C,A1 00 00 00,Int,161,Drop 1
White Mushroom,Drop Table (Same spells Cure),xa_ex_2350.mdls,6EF60,CD CC CC 3D,Float,0.1,Chance Drop 2
White Mushroom,Drop Table (Same spells Cure),xa_ex_2350.mdls,6EF64,F9 00 00 00,Int,249,Drop 2
White Mushroom,Drop Table (Same spells Cure),xa_ex_2350.mdls,6EF68,CD CC 4C 3E,Float,0.2,Chance Drop 3
White Mushroom,Drop Table (Same spells Cure),xa_ex_2350.mdls,6EF6C,FB 00 00 00,Int,251,Drop 3
White Mushroom,Drop Table (Same spells Gravity),xa_ex_2350.mdls,6EF70,00 00 00 00,Int,0,Small Munny
White Mushroom,Drop Table (Same spells Gravity),xa_ex_2350.mdls,6EF74,00 00 00 00,Int,0,Medium Munny
White Mushroom,Drop Table (Same spells Gravity),xa_ex_2350.mdls,6EF78,00 00 00 00,Int,0,Large Munny
White Mushroom,Drop Table (Same spells Gravity),xa_ex_2350.mdls,6EF7C,00 00 00 00,Int,0,Small HP
White Mushroom,Drop Table (Same spells Gravity),xa_ex_2350.mdls,6EF80,00 00 00 00,Int,0,Large HP
White Mushroom,Drop Table (Same spells Gravity),xa_ex_2350.mdls,6EF84,00 00 00 00,Int,0,Small MP
White Mushroom,Drop Table (Same spells Gravity),xa_ex_2350.mdls,6EF88,46 00 00 00,Int,70,Large MP
White Mushroom,Drop Table (Same spells Gravity),xa_ex_2350.mdls,6EF8C,00 00 80 3F,Float,1,Chance Drop 1
White Mushroom,Drop Table (Same spells Gravity),xa_ex_2350.mdls,6EF90,A2 00 00 00,Int,162,Drop 1
White Mushroom,Drop Table (Same spells Gravity),xa_ex_2350.mdls,6EF94,CD CC CC 3D,Float,0.1,Chance Drop 2
White Mushroom,Drop Table (Same spells Gravity),xa_ex_2350.mdls,6EF98,EA 00 00 00,Int,234,Drop 2
White Mushroom,Drop Table (Same spells Gravity),xa_ex_2350.mdls,6EF9C,CD CC 4C 3E,Float,0.2,Chance Drop 3
White Mushroom,Drop Table (Same spells Gravity),xa_ex_2350.mdls,6EFA0,FB 00 00 00,Int,251,Drop 3
White Mushroom,Drop Table (Same spells Stop),xa_ex_2350.mdls,6EFA4,00 00 00 00,Int,0,Small Munny
White Mushroom,Drop Table (Same spells Stop),xa_ex_2350.mdls,6EFA8,00 00 00 00,Int,0,Medium Munny
White Mushroom,Drop Table (Same spells Stop),xa_ex_2350.mdls,6EFAC,00 00 00 00,Int,0,Large Munny
White Mushroom,Drop Table (Same spells Stop),xa_ex_2350.mdls,6EFB0,00 00 00 00,Int,0,Small HP
White Mushroom,Drop Table (Same spells Stop),xa_ex_2350.mdls,6EFB4,00 00 00 00,Int,0,Large HP
White Mushroom,Drop Table (Same spells Stop),xa_ex_2350.mdls,6EFB8,00 00 00 00,Int,0,Small MP
White Mushroom,Drop Table (Same spells Stop),xa_ex_2350.mdls,6EFBC,46 00 00 00,Int,70,Large MP
White Mushroom,Drop Table (Same spells Stop),xa_ex_2350.mdls,6EFC0,00 00 80 3F,Float,1,Chance Drop 1
White Mushroom,Drop Table (Same spells Stop),xa_ex_2350.mdls,6EFC4,A3 00 00 00,Int,163,Drop 1
White Mushroom,Drop Table (Same spells Stop),xa_ex_2350.mdls,6EFC8,CD CC CC 3D,Float,0.1,Chance Drop 2
White Mushroom,Drop Table (Same spells Stop),xa_ex_2350.mdls,6EFCC,EF 00 00 00,Int,239,Drop 2
White Mushroom,Drop Table (Same spells Stop),xa_ex_2350.mdls,6EFD0,CD CC 4C 3E,Float,0.2,Chance Drop 3
White Mushroom,Drop Table (Same spells Stop),xa_ex_2350.mdls,6EFD4,FB 00 00 00,Int,251,Drop 3
White Mushroom,Drop Table (Same spells Aero),xa_ex_2350.mdls,6EFD8,00 00 00 00,Int,0,Small Munny
White Mushroom,Drop Table (Same spells Aero),xa_ex_2350.mdls,6EFDC,00 00 00 00,Int,0,Medium Munny
White Mushroom,Drop Table (Same spells Aero),xa_ex_2350.mdls,6EFE0,00 00 00 00,Int,0,Large Munny
White Mushroom,Drop Table (Same spells Aero),xa_ex_2350.mdls,6EFE4,00 00 00 00,Int,0,Small HP
White Mushroom,Drop Table (Same spells Aero),xa_ex_2350.mdls,6EFE8,00 00 00 00,Int,0,Large HP
White Mushroom,Drop Table (Same spells Aero),xa_ex_2350.mdls,6EFEC,00 00 00 00,Int,0,Small MP
White Mushroom,Drop Table (Same spells Aero),xa_ex_2350.mdls,6EFF0,46 00 00 00,Int,70,Large MP
White Mushroom,Drop Table (Same spells Aero),xa_ex_2350.mdls,6EFF4,00 00 80 3F,Float,1,Chance Drop 1
White Mushroom,Drop Table (Same spells Aero),xa_ex_2350.mdls,6EFF8,A4 00 00 00,Int,164,Drop 1
White Mushroom,Drop Table (Same spells Aero),xa_ex_2350.mdls,6EFFC,CD CC CC 3D,Float,0.1,Chance Drop 2
White Mushroom,Drop Table (Same spells Aero),xa_ex_2350.mdls,6F000,ED 00 00 00,Int,237,Drop 2
White Mushroom,Drop Table (Same spells Aero),xa_ex_2350.mdls,6F004,CD CC 4C 3E,Float,0.2,Chance Drop 3
White Mushroom,Drop Table (Same spells Stop),xa_ex_2350.mdls,6F008,FB 00 00 00,Int,251,Drop 3
White Mushroom,Header,xa_ex_2351.mdls,6EC84,65 78 5F 32 33 35 30 2E 62 64,String,ex_2350.bd,Start of stats header
White Mushroom,Stat Page,xa_ex_2351.mdls,6EC94,1E 00 00 00,Int,30,HP
White Mushroom,Stat Page,xa_ex_2351.mdls,6ECB0,00 00 00 00,Int,0,EXP
White Mushroom,Drop Table (Different spells Fire last),xa_ex_2351.mdls,6ED34,00 00 00 00,Int,0,Small Munny
White Mushroom,Drop Table (Different spells Fire last),xa_ex_2351.mdls,6ED38,00 00 00 00,Int,0,Medium Munny
White Mushroom,Drop Table (Different spells Fire last),xa_ex_2351.mdls,6ED3C,00 00 00 00,Int,0,Large Munny
White Mushroom,Drop Table (Different spells Fire last),xa_ex_2351.mdls,6ED40,00 00 00 00,Int,0,Small HP
White Mushroom,Drop Table (Different spells Fire last),xa_ex_2351.mdls,6ED44,00 00 00 00,Int,0,Large HP
White Mushroom,Drop Table (Different spells Fire last),xa_ex_2351.mdls,6ED48,00 00 00 00,Int,0,Small MP
White Mushroom,Drop Table (Different spells Fire last),xa_ex_2351.mdls,6ED4C,1E 00 00 00,Int,30,Large MP
White Mushroom,Drop Table (Different spells Fire last),xa_ex_2351.mdls,6ED50,00 00 80 3F,Float,1,Chance Drop 1
White Mushroom,Drop Table (Different spells Fire last),xa_ex_2351.mdls,6ED54,F1 00 00 00,Int,241,Drop 1
White Mushroom,Drop Table (Different spells Fire last),xa_ex_2351.mdls,6ED58,00 00 00 00,Float,0,Chance Drop 2
White Mushroom,Drop Table (Different spells Fire last),xa_ex_2351.mdls,6ED5C,00 00 00 00,Int,0,Drop 2
White Mushroom,Drop Table (Different spells Fire last),xa_ex_2351.mdls,6ED60,CD CC CC 3D,Float,0.1,Chance Drop 3
White Mushroom,Drop Table (Different spells Fire last),xa_ex_2351.mdls,6ED64,FB 00 00 00,Int,251,Drop 3
White Mushroom,Drop Table (Different spells Blizzard last),xa_ex_2351.mdls,6ED68,00 00 00 00,Int,0,Small Munny
White Mushroom,Drop Table (Different spells Blizzard last),xa_ex_2351.mdls,6ED6C,00 00 00 00,Int,0,Medium Munny
White Mushroom,Drop Table (Different spells Blizzard last),xa_ex_2351.mdls,6ED70,00 00 00 00,Int,0,Large Munny
White Mushroom,Drop Table (Different spells Blizzard last),xa_ex_2351.mdls,6ED74,00 00 00 00,Int,0,Small HP
White Mushroom,Drop Table (Different spells Blizzard last),xa_ex_2351.mdls,6ED78,00 00 00 00,Int,0,Large HP
White Mushroom,Drop Table (Different spells Blizzard last),xa_ex_2351.mdls,6ED7C,00 00 00 00,Int,0,Small MP
White Mushroom,Drop Table (Different spells Blizzard last),xa_ex_2351.mdls,6ED80,1E 00 00 00,Int,30,Large MP
White Mushroom,Drop Table (Different spells Blizzard last),xa_ex_2351.mdls,6ED84,00 00 80 3F,Float,1,Chance Drop 1
White Mushroom,Drop Table (Different spells Blizzard last),xa_ex_2351.mdls,6ED88,F3 00 00 00,Int,243,Drop 1
White Mushroom,Drop Table (Different spells Blizzard last),xa_ex_2351.mdls,6ED8C,00 00 00 00,Float,0,Chance Drop 2
White Mushroom,Drop Table (Different spells Blizzard last),xa_ex_2351.mdls,6ED90,00 00 00 00,Int,0,Drop 2
White Mushroom,Drop Table (Different spells Blizzard last),xa_ex_2351.mdls,6ED94,CD CC CC 3D,Float,0.1,Chance Drop 3
White Mushroom,Drop Table (Different spells Blizzard last),xa_ex_2351.mdls,6ED98,FB 00 00 00,Int,251,Drop 3
White Mushroom,Drop Table (Different spells Thunder last),xa_ex_2351.mdls,6ED9C,00 00 00 00,Int,0,Small Munny
White Mushroom,Drop Table (Different spells Thunder last),xa_ex_2351.mdls,6EDA0,00 00 00 00,Int,0,Medium Munny
White Mushroom,Drop Table (Different spells Thunder last),xa_ex_2351.mdls,6EDA4,00 00 00 00,Int,0,Large Munny
White Mushroom,Drop Table (Different spells Thunder last),xa_ex_2351.mdls,6EDA8,00 00 00 00,Int,0,Small HP
White Mushroom,Drop Table (Different spells Thunder last),xa_ex_2351.mdls,6EDAC,00 00 00 00,Int,0,Large HP
White Mushroom,Drop Table (Different spells Thunder last),xa_ex_2351.mdls,6EDB0,00 00 00 00,Int,0,Small MP
White Mushroom,Drop Table (Different spells Thunder last),xa_ex_2351.mdls,6EDB4,32 00 00 00,Int,50,Large MP
White Mushroom,Drop Table (Different spells Thunder last),xa_ex_2351.mdls,6EDB8,00 00 80 3F,Float,1,Chance Drop 1
White Mushroom,Drop Table (Different spells Thunder last),xa_ex_2351.mdls,6EDBC,F5 00 00 00,Int,245,Drop 1
White Mushroom,Drop Table (Different spells Thunder last),xa_ex_2351.mdls,6EDC0,00 00 00 00,Float,0,Chance Drop 2
White Mushroom,Drop Table (Different spells Thunder last),xa_ex_2351.mdls,6EDC4,00 00 00 00,Int,0,Drop 2
White Mushroom,Drop Table (Different spells Thunder last),xa_ex_2351.mdls,6EDC8,CD CC CC 3D,Float,0.1,Chance Drop 3
White Mushroom,Drop Table (Different spells Thunder last),xa_ex_2351.mdls,6EDCC,FB 00 00 00,Int,251,Drop 3
White Mushroom,Drop Table (Different spells Cure last),xa_ex_2351.mdls,6EDD0,00 00 00 00,Int,0,Small Munny
White Mushroom,Drop Table (Different spells Cure last),xa_ex_2351.mdls,6EDD4,00 00 00 00,Int,0,Medium Munny
White Mushroom,Drop Table (Different spells Cure last),xa_ex_2351.mdls,6EDD8,00 00 00 00,Int,0,Large Munny
White Mushroom,Drop Table (Different spells Cure last),xa_ex_2351.mdls,6EDDC,00 00 00 00,Int,0,Small HP
White Mushroom,Drop Table (Different spells Cure last),xa_ex_2351.mdls,6EDE0,00 00 00 00,Int,0,Large HP
White Mushroom,Drop Table (Different spells Cure last),xa_ex_2351.mdls,6EDE4,00 00 00 00,Int,0,Small MP
White Mushroom,Drop Table (Different spells Cure last),xa_ex_2351.mdls,6EDE8,32 00 00 00,Int,50,Large MP
White Mushroom,Drop Table (Different spells Cure last),xa_ex_2351.mdls,6EDEC,00 00 80 3F,Float,1,Chance Drop 1
White Mushroom,Drop Table (Different spells Cure last),xa_ex_2351.mdls,6EDF0,F8 00 00 00,Int,248,Drop 1
White Mushroom,Drop Table (Different spells Cure last),xa_ex_2351.mdls,6EDF4,00 00 00 00,Float,0,Chance Drop 2
White Mushroom,Drop Table (Different spells Cure last),xa_ex_2351.mdls,6EDF8,00 00 00 00,Int,0,Drop 2
White Mushroom,Drop Table (Different spells Cure last),xa_ex_2351.mdls,6EDFC,CD CC CC 3D,Float,0.1,Chance Drop 3
White Mushroom,Drop Table (Different spells Cure last),xa_ex_2351.mdls,6EE00,FB 00 00 00,Int,251,Drop 3
White Mushroom,Drop Table (Different spells Gravity last),xa_ex_2351.mdls,6EE04,00 00 00 00,Int,0,Small Munny
White Mushroom,Drop Table (Different spells Gravity last),xa_ex_2351.mdls,6EE08,00 00 00 00,Int,0,Medium Munny
White Mushroom,Drop Table (Different spells Gravity last),xa_ex_2351.mdls,6EE0C,00 00 00 00,Int,0,Large Munny
White Mushroom,Drop Table (Different spells Gravity last),xa_ex_2351.mdls,6EE10,00 00 00 00,Int,0,Small HP
White Mushroom,Drop Table (Different spells Gravity last),xa_ex_2351.mdls,6EE14,00 00 00 00,Int,0,Large HP
White Mushroom,Drop Table (Different spells Gravity last),xa_ex_2351.mdls,6EE18,00 00 00 00,Int,0,Small MP
White Mushroom,Drop Table (Different spells Gravity last),xa_ex_2351.mdls,6EE1C,46 00 00 00,Int,70,Large MP
White Mushroom,Drop Table (Different spells Gravity last),xa_ex_2351.mdls,6EE20,00 00 80 3F,Float,1,Chance Drop 1
White Mushroom,Drop Table (Different spells Gravity last),xa_ex_2351.mdls,6EE24,E9 00 00 00,Int,233,Drop 1
White Mushroom,Drop Table (Different spells Gravity last),xa_ex_2351.mdls,6EE28,00 00 00 00,Float,0,Chance Drop 2
White Mushroom,Drop Table (Different spells Gravity last),xa_ex_2351.mdls,6EE2C,00 00 00 00,Int,0,Drop 2
White Mushroom,Drop Table (Different spells Gravity last),xa_ex_2351.mdls,6EE30,CD CC CC 3D,Float,0.1,Chance Drop 3
White Mushroom,Drop Table (Different spells Gravity last),xa_ex_2351.mdls,6EE34,FB 00 00 00,Int,251,Drop 3
White Mushroom,Drop Table (Different spells Stop last),xa_ex_2351.mdls,6EE38,00 00 00 00,Int,0,Small Munny
White Mushroom,Drop Table (Different spells Stop last),xa_ex_2351.mdls,6EE3C,00 00 00 00,Int,0,Medium Munny
White Mushroom,Drop Table (Different spells Stop last),xa_ex_2351.mdls,6EE40,00 00 00 00,Int,0,Large Munny
White Mushroom,Drop Table (Different spells Stop last),xa_ex_2351.mdls,6EE44,00 00 00 00,Int,0,Small HP
White Mushroom,Drop Table (Different spells Stop last),xa_ex_2351.mdls,6EE48,00 00 00 00,Int,0,Large HP
White Mushroom,Drop Table (Different spells Stop last),xa_ex_2351.mdls,6EE4C,00 00 00 00,Int,0,Small MP
White Mushroom,Drop Table (Different spells Stop last),xa_ex_2351.mdls,6EE50,46 00 00 00,Int,70,Large MP
White Mushroom,Drop Table (Different spells Stop last),xa_ex_2351.mdls,6EE54,00 00 80 3F,Float,1,Chance Drop 1
White Mushroom,Drop Table (Different spells Stop last),xa_ex_2351.mdls,6EE58,EE 00 00 00,Int,238,Drop 1
White Mushroom,Drop Table (Different spells Stop last),xa_ex_2351.mdls,6EE5C,00 00 00 00,Float,0,Chance Drop 2
White Mushroom,Drop Table (Different spells Stop last),xa_ex_2351.mdls,6EE60,00 00 00 00,Int,0,Drop 2
White Mushroom,Drop Table (Different spells Stop last),xa_ex_2351.mdls,6EE64,CD CC CC 3D,Float,0.1,Chance Drop 3
White Mushroom,Drop Table (Different spells Stop last),xa_ex_2351.mdls,6EE68,FB 00 00 00,Int,251,Drop 3
White Mushroom,Drop Table (Different spells Aero last),xa_ex_2351.mdls,6EE6C,00 00 00 00,Int,0,Small Munny
White Mushroom,Drop Table (Different spells Aero last),xa_ex_2351.mdls,6EE70,00 00 00 00,Int,0,Medium Munny
White Mushroom,Drop Table (Different spells Aero last),xa_ex_2351.mdls,6EE74,00 00 00 00,Int,0,Large Munny
White Mushroom,Drop Table (Different spells Aero last),xa_ex_2351.mdls,6EE78,00 00 00 00,Int,0,Small HP
White Mushroom,Drop Table (Different spells Aero last),xa_ex_2351.mdls,6EE7C,00 00 00 00,Int,0,Large HP
White Mushroom,Drop Table (Different spells Aero last),xa_ex_2351.mdls,6EE80,00 00 00 00,Int,0,Small MP
White Mushroom,Drop Table (Different spells Aero last),xa_ex_2351.mdls,6EE84,46 00 00 00,Int,70,Large MP
White Mushroom,Drop Table (Different spells Aero last),xa_ex_2351.mdls,6EE88,00 00 80 3F,Float,1,Chance Drop 1
White Mushroom,Drop Table (Different spells Aero last),xa_ex_2351.mdls,6EE8C,EC 00 00 00,Int,236,Drop 1
White Mushroom,Drop Table (Different spells Aero last),xa_ex_2351.mdls,6EE90,00 00 00 00,Float,0,Chance Drop 2
White Mushroom,Drop Table (Different spells Aero last),xa_ex_2351.mdls,6EE94,00 00 00 00,Int,0,Drop 2
White Mushroom,Drop Table (Different spells Aero last),xa_ex_2351.mdls,6EE98,CD CC CC 3D,Float,0.1,Chance Drop 3
White Mushroom,Drop Table (Different spells Aero last),xa_ex_2351.mdls,6EE9C,FB 00 00 00,Int,251,Drop 3
White Mushroom,Drop Table (Same spells Fire),xa_ex_2351.mdls,6EEA0,00 00 00 00,Int,0,Small Munny
White Mushroom,Drop Table (Same spells Fire),xa_ex_2351.mdls,6EEA4,00 00 00 00,Int,0,Medium Munny
White Mushroom,Drop Table (Same spells Fire),xa_ex_2351.mdls,6EEA8,00 00 00 00,Int,0,Large Munny
White Mushroom,Drop Table (Same spells Fire),xa_ex_2351.mdls,6EEAC,00 00 00 00,Int,0,Small HP
White Mushroom,Drop Table (Same spells Fire),xa_ex_2351.mdls,6EEB0,00 00 00 00,Int,0,Large HP
White Mushroom,Drop Table (Same spells Fire),xa_ex_2351.mdls,6EEB4,00 00 00 00,Int,0,Small MP
White Mushroom,Drop Table (Same spells Fire),xa_ex_2351.mdls,6EEB8,1E 00 00 00,Int,30,Large MP
White Mushroom,Drop Table (Same spells Fire),xa_ex_2351.mdls,6EEBC,00 00 80 3F,Float,1,Chance Drop 1
White Mushroom,Drop Table (Same spells Fire),xa_ex_2351.mdls,6EEC0,9E 00 00 00,Int,158,Drop 1
White Mushroom,Drop Table (Same spells Fire),xa_ex_2351.mdls,6EEC4,CD CC CC 3D,Float,0.1,Chance Drop 2
White Mushroom,Drop Table (Same spells Fire),xa_ex_2351.mdls,6EEC8,F2 00 00 00,Int,242,Drop 2
White Mushroom,Drop Table (Same spells Fire),xa_ex_2351.mdls,6EECC,CD CC 4C 3E,Float,0.2,Chance Drop 3
White Mushroom,Drop Table (Same spells Fire),xa_ex_2351.mdls,6EED0,FB 00 00 00,Int,251,Drop 3
White Mushroom,Drop Table (Same spells Blizzard),xa_ex_2351.mdls,6EED4,00 00 00 00,Int,0,Small Munny
White Mushroom,Drop Table (Same spells Blizzard),xa_ex_2351.mdls,6EED8,00 00 00 00,Int,0,Medium Munny
White Mushroom,Drop Table (Same spells Blizzard),xa_ex_2351.mdls,6EEDC,00 00 00 00,Int,0,Large Munny
White Mushroom,Drop Table (Same spells Blizzard),xa_ex_2351.mdls,6EEE0,00 00 00 00,Int,0,Small HP
White Mushroom,Drop Table (Same spells Blizzard),xa_ex_2351.mdls,6EEE4,00 00 00 00,Int,0,Large HP
White Mushroom,Drop Table (Same spells Blizzard),xa_ex_2351.mdls,6EEE8,00 00 00 00,Int,0,Small MP
White Mushroom,Drop Table (Same spells Blizzard),xa_ex_2351.mdls,6EEEC,1E 00 00 00,Int,30,Large MP
White Mushroom,Drop Table (Same spells Blizzard),xa_ex_2351.mdls,6EEF0,00 00 80 3F,Float,1,Chance Drop 1
White Mushroom,Drop Table (Same spells Blizzard),xa_ex_2351.mdls,6EEF4,9F 00 00 00,Int,159,Drop 1
White Mushroom,Drop Table (Same spells Blizzard),xa_ex_2351.mdls,6EEF8,CD CC CC 3D,Float,0.1,Chance Drop 2
White Mushroom,Drop Table (Same spells Blizzard),xa_ex_2351.mdls,6EEFC,F4 00 00 00,Int,244,Drop 2
